Date,Open,High,Low,Close,Volume,Adj Close,Return,Adj Return
9/23/2010,286.329998,292.759998,286.000004,288.919991,196529200,37.992358,0.004065984,0.00406599
9/24/2010,292.10001,293.530003,290.549988,292.319988,162372000,38.43945,0.011767953,0.011767946
9/27/2010,293.98,294.730003,291.009998,291.159988,120708700,38.286913,-0.003968254,-0.003968241
9/28/2010,291.769989,291.769989,274.999992,286.859997,258760600,37.721473,-0.014768482,-0.014768493
9/29/2010,287.229992,289.809998,286.000004,287.369995,117411000,37.788537,0.001777864,0.001777873
9/30/2010,288.999992,289.999989,281.249989,283.749992,168347900,37.312514,-0.012597011,-0.012597021
10/1/2010,286.149994,286.57999,281.349991,282.520004,112035700,37.150774,-0.00433476,-0.004334739
10/4/2010,281.60001,282.900013,277.769989,278.639996,108825500,36.640561,-0.013733569,-0.013733577
10/5/2010,281.999992,289.449989,281.819988,288.939991,125491800,37.994988,0.036965242,0.036965236
10/6/2010,289.589993,291.989994,285.259987,289.19001,167717200,38.027865,0.000865297,0.000865298
10/7/2010,290.339996,290.48,286.910011,289.219997,102099900,38.031808,0.000103693,0.000103687
10/8/2010,291.709988,294.500011,289.999989,294.069988,164600800,38.669572,0.01676921,0.016769226
10/11/2010,294.73999,297.239994,294.599987,295.360004,106938300,38.839206,0.004386765,0.004386757
10/12/2010,295.409992,299.499992,292.490005,298.539997,139636000,39.257368,0.010766498,0.010766492
10/13/2010,300.200008,301.959995,299.799999,300.140007,157523100,39.467766,0.005359449,0.005359453
10/14/2010,301.690002,302.469994,300.400013,302.30999,108824100,39.753114,0.007229903,0.0072299
10/15/2010,307.439987,315,304.909996,314.739994,230548500,41.387633,0.041116749,0.041116754
10/18/2010,318.470013,319.000011,314.289997,317.999989,273252700,41.816315,0.01035774,0.010357732
10/19/2010,303.400002,313.770012,300.020004,309.489994,308196000,40.697269,-0.026760991,-0.02676099
10/20/2010,308.999996,314.249996,306.869987,310.529991,180406100,40.834027,0.003360357,0.003360373
10/21/2010,312.359993,314.739994,306.799999,309.520008,137865000,40.701216,-0.003252449,-0.003252459
10/22/2010,309.070011,310.039993,306.299988,307.470001,93194500,40.431645,-0.006623181,-0.006623168
10/25/2010,309.090012,311.600002,308.44001,308.839993,98115500,40.611795,0.004455693,0.004455668
10/26/2010,306.869987,309.740013,305.650013,308.049988,98232400,40.507912,-0.002557975,-0.002557951
10/27/2010,307.650005,309.89999,305.599998,307.830009,99750700,40.478985,-0.000714102,-0.000714107
10/28/2010,307.950012,308,300.899998,305.23999,137762800,40.138403,-0.008413796,-0.008413798
10/29/2010,304.230007,305.880005,300.87001,300.98,107627800,39.578223,-0.013956199,-0.01395621
11/1/2010,302.220001,305.599998,302.200001,304.179993,105972300,39.999015,0.010631912,0.010631907
11/2/2010,307.000004,310.19001,307.000004,309.360004,108482500,40.680176,0.017029427,0.017029444
11/3/2010,311.37001,312.880005,308.529999,312.800003,127087100,41.132528,0.011119728,0.011119716
11/4/2010,315.449997,320.180012,315.029987,318.270008,160622000,41.851822,0.017487228,0.017487231
11/5/2010,317.990002,319.570011,316.75,317.130009,90313300,41.701915,-0.003581861,-0.003581851
11/8/2010,317.199997,319.769989,316.759987,318.620003,70439600,41.897846,0.00469837,0.004698369
11/9/2010,321.049992,321.300011,314.499989,316.079998,95886000,41.563841,-0.007971894,-0.00797189
11/10/2010,316.640011,318.769993,313.550007,318.030003,96056800,41.820262,0.00616934,0.006169329
11/11/2010,315,318.399998,314.249996,316.649998,90321000,41.638794,-0.004339229,-0.004339236
11/12/2010,315.999996,316.500008,303.629993,308.029987,198961700,40.505282,-0.02722252,-0.027222498
11/15/2010,308.460011,310.540005,306.27,307.040005,100901500,40.375101,-0.003213914,-0.003213927
11/16/2010,305.720001,307.599991,299.319988,301.59,164412500,39.658437,-0.017750146,-0.017750148
11/17/2010,301.200005,303.990002,297.760006,300.499989,119862400,39.515103,-0.003614215,-0.003614212
11/18/2010,305.199989,309.669998,304.689991,308.429996,123622800,40.557882,0.026389375,0.026389378
11/19/2010,307.970013,308.400009,305.23999,306.730011,96210800,40.334337,-0.005511737,-0.005511752
11/22/2010,306.679996,313.359989,305.869991,313.359989,98268800,41.206165,0.021615029,0.021615032
11/23/2010,310.449989,311.749992,306.559994,308.730003,129861900,40.597332,-0.014775294,-0.014775289
11/24/2010,312.000011,315.400009,311.749992,314.799995,103431300,41.395523,0.019661167,0.019661169
11/26/2010,313.739998,317.700008,312.940006,315,59396400,41.421823,0.00063534,0.000635334
11/29/2010,315.500011,317.480003,311.379997,316.870003,111446300,41.667725,0.005936517,0.005936533
11/30/2010,313.539993,314.360012,310.869999,311.150005,125464500,40.915557,-0.01805156,-0.018051573
12/1/2010,315.269993,317.749996,315,316.400005,115437700,41.605921,0.016872891,0.016872898
12/2/2010,317.529991,319.000011,314.890011,318.150005,115709300,41.836042,0.005530973,0.005530968
12/3/2010,317.010006,318.64999,316.340004,317.440002,85523200,41.742678,-0.002231661,-0.002231664
12/6/2010,318.640003,322.329994,318.419998,320.149998,112120400,42.099037,0.008537034,0.008537042
12/7/2010,323.799988,323.990005,318.119991,318.210007,97863500,41.843932,-0.006059631,-0.00605964
12/8/2010,319.630013,321.020004,317.110008,321.009991,80483900,42.212124,0.00879917,0.008799173
12/9/2010,322.12999,322.500011,319.020012,319.760002,73537800,42.047753,-0.003893926,-0.003893929
12/10/2010,319.650013,321.049992,318.600002,320.559994,65627800,42.15295,0.002501851,0.002501846
12/13/2010,324.369987,325.05999,321.000004,321.670006,109953900,42.298915,0.003462728,0.003462747
12/14/2010,321.730007,322.540012,319.000011,320.290001,87752000,42.117447,-0.004290126,-0.004290134
12/15/2010,320.000008,322.999996,319.190002,320.359989,104328000,42.12665,0.000218514,0.000218508
12/16/2010,321.089993,322.610001,320.10001,321.249996,80507700,42.243684,0.002778147,0.002778146
12/17/2010,321.630005,321.790009,320.23,320.610008,96732300,42.159527,-0.001992181,-0.001992179
12/20/2010,321.599991,323.249989,318.230007,322.209991,96402600,42.369922,0.004990434,0.00499045
12/21/2010,322.999996,324.389988,322.049988,324.199997,64088500,42.631603,0.006176115,0.006176103
12/22/2010,324.360001,325.720005,323.549995,325.159992,66480400,42.75784,0.00296112,0.002961113
12/23/2010,324.999989,325.150005,323.169987,323.60001,55789300,42.552706,-0.004797583,-0.004797576
12/27/2010,322.850006,325.439999,321.519989,324.680008,62454000,42.694723,0.003337447,0.003337438
12/28/2010,325.909996,326.66,325.05999,325.470013,43981000,42.798607,0.00243318,0.002433181
12/29/2010,326.21999,326.450008,325.099991,325.290009,40784800,42.774937,-0.000553059,-0.000553055
12/30/2010,325.48,325.509987,323.050011,323.660011,39373600,42.560596,-0.005010907,-0.005010902
12/31/2010,322.950008,323.480007,321.309998,322.560013,48377000,42.415949,-0.003398622,-0.003398613
1/3/2011,325.640003,330.260002,324.840012,329.57,111284600,43.337747,0.02173235,0.021732344
1/4/2011,332.439999,332.5,328.149994,331.290012,77270200,43.563925,0.005218958,0.005218961
1/5/2011,329.549999,334.339989,329.500011,334.000008,63879900,43.920283,0.008180132,0.008180117
1/6/2011,334.719997,335.249996,332.900009,333.729988,75107200,43.884776,-0.000808443,-0.000808442
1/7/2011,333.989994,336.349995,331.900013,336.120003,77982800,44.199058,0.007161523,0.007161527
1/10/2011,338.829998,343.229992,337.169987,342.450001,112140000,45.031439,0.018832554,0.018832551
1/11/2011,344.87999,344.959991,339.470013,341.639996,111027000,44.924925,-0.002365323,-0.002365325
1/12/2011,343.249992,344.429993,342.000004,344.420006,75647600,45.290491,0.00813725,0.008137265
1/13/2011,345.159996,346.640003,343.850006,345.680008,74195100,45.456178,0.00365833,0.003658318
1/14/2011,345.889999,348.479992,344.440006,348.479992,77210000,45.82437,0.00809993,0.008099933
1/18/2011,329.520012,344.759987,326.000011,340.650013,470249500,44.794745,-0.022468949,-0.02246894
1/19/2011,348.350002,348.599995,336.879993,338.840012,283903200,44.556734,-0.005313374,-0.005313369
1/20/2011,336.429996,338.299999,330.119999,332.680004,191197300,43.746706,-0.018179695,-0.018179699
1/21/2011,333.769989,334.880001,326.630013,326.720001,188600300,42.962978,-0.017915122,-0.017915132
1/24/2011,326.869991,337.449993,326.720001,337.449993,143670800,44.373949,0.032841552,0.032841555
1/25/2011,336.329994,341.439991,334.570007,341.39999,136717000,44.893365,0.011705429,0.011705427
1/26/2011,342.959999,345.600006,341.499992,343.850006,126718900,45.215537,0.00717638,0.007176383
1/27/2011,343.779991,344.689999,342.830009,343.209991,71256500,45.131376,-0.00186132,-0.001861329
1/28/2011,344.169987,344.400005,333.53001,336.100002,148014300,44.196428,-0.020716148,-0.020716142
1/31/2011,335.799995,340.040012,334.299988,339.319996,94311700,44.61985,0.009580464,0.009580457
2/1/2011,341.299988,345.649994,340.980007,345.030006,106658300,45.370705,0.016827803,0.016827824
2/2/2011,344.449993,345.250011,343.549999,344.320004,64738800,45.277341,-0.002057798,-0.002057804
2/3/2011,343.799992,344.240002,338.549992,343.44001,98449400,45.161623,-0.002555745,-0.00255576
2/4/2011,343.639988,346.700005,343.509998,346.5,80460100,45.564006,0.008909824,0.008909844
2/7/2011,347.889992,353.250008,347.639999,351.87999,121255400,46.271463,0.015526667,0.015526664
2/8/2011,353.680004,355.519993,352.150009,355.200012,95260200,46.708038,0.009435097,0.009435081
2/9/2011,355.189999,358.999992,354.869991,358.16,120686300,47.09727,0.008333299,0.008333298
2/10/2011,357.389996,359.999989,348.000008,354.539997,232137500,46.621248,-0.010107223,-0.01010721
2/11/2011,354.749989,357.799992,353.540001,356.85001,91893200,46.92501,0.006515522,0.006515527
2/14/2011,356.790009,359.480003,356.710007,359.179996,77604100,47.231398,0.006529315,0.006529311
2/15/2011,359.19001,359.970001,357.549999,359.900013,71043700,47.326078,0.002004613,0.002004599
2/16/2011,360.800007,364.899994,360.5,363.129993,120289400,47.750814,0.008974659,0.008974671
2/17/2011,357.249992,360.270008,356.519989,358.300003,132645800,47.115681,-0.013300994,-0.013300988
2/18/2011,358.709999,359.500004,349.519989,350.560013,204014300,46.097888,-0.021601981,-0.021602001
2/22/2011,342.149994,345.400002,337.720013,338.609993,218138900,44.526487,-0.034088372,-0.034088351
2/23/2011,338.769997,344.640011,338.609993,342.619991,167963600,45.053793,0.011842527,0.011842524
2/24/2011,344.019997,345.150009,338.369987,342.879997,124975200,45.087983,0.000758876,0.000758871
2/25/2011,345.259998,348.430004,344.799988,348.160011,95004700,45.782293,0.015399014,0.015399003
2/28/2011,351.240002,355.049995,351.119999,353.210007,100768500,46.446357,0.014504813,0.014504822
3/1/2011,355.470005,355.719997,347.68,349.309998,114034200,45.933514,-0.011041615,-0.011041619
3/2/2011,349.959999,354.350006,348.39999,352.119995,150647700,46.303023,0.008044422,0.008044431
3/3/2011,357.189991,359.789997,355.920002,359.560005,125197100,47.281368,0.021129189,0.021129182
3/4/2011,360.070004,360.290009,357.750004,359.999989,113316700,47.339225,0.001223673,0.001223674
3/7/2011,361.399994,361.669987,351.30999,355.359989,136530800,46.729075,-0.012888889,-0.012888889
3/8/2011,354.909992,357.400009,352.250011,355.759998,89079200,46.781675,0.001125644,0.001125638
3/9/2011,354.689987,354.760002,350.599987,352.46999,113326500,46.349046,-0.00924783,-0.00924783
3/10/2011,349.120007,349.770008,344.89999,346.669991,126884800,45.586359,-0.016455299,-0.01645529
3/11/2011,345.330013,352.32,344.999992,351.990005,117770100,46.285929,0.015346047,0.015346038
3/14/2011,353.179993,356.479988,351.30999,353.560001,108989300,46.492381,0.004460343,0.004460362
3/15/2011,342.100006,347.840004,340.099987,345.429989,180270300,45.423301,-0.022994717,-0.022994735
3/16/2011,342.000004,343,326.259991,330.01001,290502800,43.395607,-0.044639955,-0.044639953
3/17/2011,336.830006,339.609989,330.660011,334.639996,164855600,44.00444,0.014029835,0.01402983
3/18/2011,337.130013,338.199997,329.999996,330.669998,188303500,43.482394,-0.011863489,-0.011863485
3/21/2011,335.990013,339.740005,335.26001,339.299995,102350500,44.61722,0.026098518,0.026098517
3/22/2011,342.55999,342.619991,339.139992,341.200012,81480700,44.867069,0.005599814,0.005599833
3/23/2011,339.279995,340.21999,335.950012,339.190006,93249100,44.602757,-0.00589099,-0.005891002
3/24/2011,341.849987,345.999989,338.860012,344.970005,101178000,45.362814,0.017040593,0.017040583
3/25/2011,348.069996,352.059994,347.020012,351.540009,112227500,46.226756,0.019045146,0.019045159
3/28/2011,353.150005,354.319992,350.44001,350.44001,77338800,46.082108,-0.003129086,-0.003129097
3/29/2011,347.66,350.959995,346.05999,350.959995,88225200,46.150485,0.001483806,0.001483808
3/30/2011,350.639988,350.879993,347.439995,348.630009,82351500,45.844097,-0.006638893,-0.00663889
3/31/2011,346.359997,349.799995,346.05999,348.510006,68504800,45.828317,-0.000344213,-0.00034421
4/1/2011,351.110012,351.589996,343.300007,344.560009,104665400,45.308901,-0.011333956,-0.011333953
4/4/2011,344.30999,344.60001,338.400002,341.189999,115021200,44.865752,-0.009780619,-0.009780617
4/5/2011,336.990009,342.249996,336,338.889999,120682800,44.563307,-0.006741112,-0.006741111
4/6/2011,341.220013,343.899994,337.139999,338.039993,100634800,44.451533,-0.002508206,-0.002508207
4/7/2011,338.099995,340.430008,336.029987,338.079994,93361800,44.456793,0.000118332,0.000118331
4/8/2011,339.92001,340.150002,333.949993,335.060005,94383800,44.059671,-0.008932765,-0.008932763
4/11/2011,334.060009,335.670006,330.019997,330.799988,99736700,43.499488,-0.012714191,-0.012714189
4/12/2011,330.489994,333.729988,330.200001,332.399998,106409800,43.709886,0.00483679,0.004836793
4/13/2011,335.020004,336.140003,332.52,336.12999,86555000,44.200371,0.011221396,0.011221374
4/14/2011,334.799999,336,332.05999,332.419998,75450200,43.712516,-0.011037373,-0.011037351
4/15/2011,333.299992,333.639999,326.800003,327.459991,113401400,43.060285,-0.014920904,-0.014920921
4/18/2011,326.099987,332.230007,320.160011,331.849998,152474700,43.637562,0.013406239,0.013406251
4/19/2011,333.099987,337.979992,331.709995,337.859989,104844600,44.427863,0.018110565,0.018110567
4/20/2011,343.509998,345.749996,341.499992,342.41,175166600,45.026179,0.01346715,0.013467134
4/21/2011,355.000008,355.129997,348.519993,350.699989,188452600,46.116295,0.024210709,0.024210715
4/25/2011,350.340008,353.749992,350.300007,353.010002,66636500,46.420057,0.006586864,0.006586869
4/26/2011,353.620003,354.989994,349.349998,350.42001,84700000,46.079478,-0.00733688,-0.007336893
4/27/2011,352.239998,352.349987,347.099987,350.14999,89053300,46.043971,-0.000770561,-0.00077056
4/28/2011,346.190006,349.750008,345.520004,346.749992,90239800,45.596879,-0.009710119,-0.009710109
4/29/2011,346.780006,353.949997,346.669991,350.12999,251586300,46.041341,0.009747651,0.009747641
5/2/2011,349.739994,350.469997,345.500004,346.279995,110678400,45.535075,-0.010995902,-0.0109959
5/3/2011,347.989994,349.890011,345.620007,348.200012,78337000,45.787553,0.005544695,0.005544693
5/4/2011,348.259987,351.830002,346.880009,349.570004,97312600,45.967704,0.003934497,0.003934497
5/5/2011,348.39999,350.950008,346.050003,346.749992,83992300,45.596879,-0.008067088,-0.008067077
5/6/2011,349.690006,350,346.210007,346.660004,70033600,45.585046,-0.000259518,-0.000259513
5/9/2011,347.860004,349.200008,346.529987,347.599998,51186800,45.708653,0.002711573,0.002711569
5/10/2011,348.889988,349.690006,346.660004,349.450001,70522900,45.951924,0.005322218,0.005322209
5/11/2011,349.020004,350,345.239998,347.230003,84000000,45.659999,-0.006352834,-0.006352835
5/12/2011,346.119991,347.119987,342.269997,346.569988,80500000,45.573209,-0.001900801,-0.001900788
5/13/2011,345.660007,346.250008,340.350006,340.499996,81529000,44.775018,-0.017514477,-0.017514479
5/16/2011,339.199993,341.220013,332.600002,333.299992,112443800,43.828233,-0.021145386,-0.021145385
5/17/2011,331.999989,336.140003,330.73,336.140003,113083600,44.201688,0.008520885,0.008520877
5/18/2011,336.469997,341.049995,336,339.869995,83694100,44.692174,0.011096543,0.011096545
5/19/2011,342.080006,342.41,338.669994,340.53001,65292500,44.778965,0.001941963,0.001941973
5/20/2011,339.560001,340.949993,335.020004,335.220009,84492100,44.080711,-0.015593342,-0.015593348
5/23/2011,329.970009,335.98,329.42001,334.39999,95900000,43.97288,-0.002446211,-0.002446217
5/24/2011,335.499989,335.899998,331.34,332.190006,80481800,43.682272,-0.006608804,-0.006608801
5/25/2011,333.430008,338.560005,332.849995,336.779991,73556000,44.285845,0.013817348,0.013817344
5/26/2011,335.970013,336.890007,334.430004,335.000004,55640200,44.051781,-0.005285311,-0.005285301
5/27/2011,334.799999,337.629997,334.310001,337.409992,50899800,44.368689,0.007193994,0.007193988
5/31/2011,341.10001,347.82999,341.000008,347.82999,104438600,45.738896,0.030882304,0.030882296
6/1/2011,348.869987,352.130009,344.649998,345.509991,138670700,45.433821,-0.006669922,-0.006669925
6/2/2011,346.5,347.980007,344.300003,346.099991,84695800,45.511405,0.001707621,0.001707627
6/3/2011,343.180004,345.330013,342.009991,343.44001,78312500,45.161623,-0.007685585,-0.00768559
6/6/2011,345.700008,347.049999,337.810001,338.039993,115485300,44.451533,-0.015723319,-0.015723306
6/7/2011,338.17001,338.219997,331.900013,332.039989,132446300,43.662545,-0.017749391,-0.017749399
6/8/2011,331.78001,334.799999,330.649998,332.239994,83430900,43.688845,0.000602352,0.000602347
6/9/2011,333.250004,333.669987,330.75,331.48999,68772200,43.590221,-0.002257416,-0.002257418
6/10/2011,330.549995,331.660007,325.509987,325.900009,108488800,42.855151,-0.016863197,-0.016863186
6/13/2011,327.200012,328.309998,325.070004,326.599998,82368300,42.947198,0.002147864,0.002147863
6/14/2011,329.999996,333.250004,329.309994,332.439999,83642300,43.715146,0.017881203,0.017881213
6/15/2011,329.750004,330.300003,324.880013,326.749989,99799000,42.966921,-0.017115901,-0.017115921
6/16/2011,326.900005,328.679993,318.330009,325.159992,127647800,42.75784,-0.004866097,-0.004866092
6/17/2011,328.990013,329.249992,319.359993,320.259987,153755000,42.1135,-0.01506952,-0.015069517
6/20/2011,317.360001,317.700008,310.500004,315.320007,160161400,41.463903,-0.015424905,-0.015424911
6/21/2011,316.680012,325.800007,315.200005,325.299995,123345600,42.77625,0.031650348,0.031650349
6/22/2011,325.159992,328.899998,322.380009,322.610001,97645800,42.422522,-0.008269272,-0.008269262
6/23/2011,318.94001,331.689995,318.119991,331.230011,139939800,43.556035,0.026719599,0.026719604
6/24/2011,331.369987,333.150002,325.090004,326.350006,109951800,42.914325,-0.01473298,-0.014732976
6/27/2011,327.590008,333.900005,327.25,332.039989,84953400,43.662545,0.017435216,0.017435204
6/28/2011,333.650013,336.699989,333.439995,335.26001,73574900,44.085971,0.00969769,0.009697694
6/29/2011,336.040001,336.369995,331.880013,334.040009,88136300,43.925543,-0.00363897,-0.003638981
6/30/2011,334.699997,336.12999,332.840008,335.670006,80738700,44.139885,0.004879646,0.004879666
7/1/2011,335.950012,343.500011,334.200012,343.260006,108828300,45.137953,0.022611493,0.022611477
7/5/2011,343,349.830009,342.499989,349.43,88763500,45.949294,0.017974695,0.017974696
7/6/2011,348.949989,354.099987,346.709991,351.759987,111156500,46.255682,0.006667965,0.006667959
7/7/2011,354.669987,357.999996,354.000011,357.200005,99915900,46.971033,0.015465142,0.015465149
7/8/2011,353.339996,359.999989,352.199997,359.709995,122408300,47.301092,0.007026848,0.007026863
7/11/2011,356.340012,359.769997,352.820011,354.000011,110668600,46.550241,-0.015873854,-0.015873862
7/12/2011,353.529987,357.679989,348.619995,353.749992,112902300,46.517364,-0.000706268,-0.000706269
7/13/2011,358.32999,359.999989,356.380013,358.019997,97909700,47.07886,0.012070686,0.012070675
7/14/2011,361.009998,361.610012,356.340012,357.770004,107633400,47.045987,-0.000698265,-0.000698254
7/15/2011,361.170002,364.999996,359.17001,364.919994,121116800,47.986195,0.019984878,0.019984871
7/18/2011,365.429993,374.64999,365.280003,373.800011,143163300,49.153898,0.024334148,0.024334144
7/19/2011,378,378.650002,373.32,376.849987,204786400,49.554964,0.008159379,0.008159394
7/20/2011,396.119987,396.270004,385.999996,386.89999,235335100,50.876517,0.026668445,0.026668428
7/21/2011,386.950005,390.060009,383.900002,387.290012,131633600,50.927805,0.001008069,0.001008088
7/22/2011,388.319996,395.050003,387.749996,393.300003,129182200,51.718105,0.015518064,0.015518046
7/25/2011,390.350002,399.999996,389.619999,398.499989,147451500,52.401892,0.013221424,0.013221424
7/26/2011,399.999996,404.499992,399.679989,403.410007,119145600,53.047549,0.01232125,0.012321254
7/27/2011,400.589996,402.640003,392.14999,392.59,164831100,51.624742,-0.026821365,-0.026821352
7/28/2011,391.619991,396.989994,388.130005,391.819996,148508500,51.523488,-0.001961344,-0.001961346
7/29/2011,387.640007,395.150005,384.000004,390.479992,158146100,51.34728,-0.003419948,-0.003419955
8/1/2011,397.779999,399.500011,392.369995,396.749989,153209000,52.171771,0.016057153,0.01605715
8/2/2011,397.650009,397.900002,388.35001,388.909996,159884900,51.140829,-0.019760537,-0.019760533
8/3/2011,390.980003,393.549995,382.23999,392.57,183127000,51.622111,0.009410928,0.009410915
8/4/2011,389.410007,391.320011,377.349998,377.369999,217851900,49.623344,-0.038719212,-0.038719203
8/5/2011,380.440002,383.499992,362.570007,373.620007,301147700,49.130228,-0.009937176,-0.009937178
8/8/2011,361.689987,367.769993,353.019989,353.210007,285958400,46.446357,-0.054627696,-0.054627693
8/9/2011,361.299992,374.609989,355.000008,374.010002,270645900,49.181512,0.058888465,0.058888472
8/10/2011,371.14999,374.64999,362.499992,363.690006,219664200,47.824454,-0.027592834,-0.027592848
8/11/2011,370.519989,375.450008,364.71999,373.700008,185492300,49.140748,0.027523445,0.027523451
8/12/2011,378.069988,379.640011,374.230007,376.98999,132244000,49.573374,0.008803805,0.008803814
8/15/2011,379.629997,384.970013,378.089989,383.410004,115136000,50.417592,0.017029667,0.017029666
8/16/2011,381.52,383.370003,376.060009,380.480003,124687500,50.032303,-0.007641952,-0.007641956
